id,name,state,label,population,lat,lng
5128581,"New York City","NY","New York City, NY",8175133,40.71427,-74.00597
5368361,"Los Angeles","CA","Los Angeles, CA",3971883,34.05223,-118.24368
4887398,"Chicago","IL","Chicago, IL",2720546,41.85003,-87.65005
5110302,"Brooklyn","NY","Brooklyn, NY",2300664,40.6501,-73.94958
4699066,"Houston","TX","Houston, TX",2296224,29.76328,-95.36327
5133273,"Queens","NY","Queens, NY",2272771,40.68149,-73.83652
4560349,"Philadelphia","PA","Philadelphia, PA",1567442,39.95233,-75.16379
5308655,"Phoenix","AZ","Phoenix, AZ",1563025,33.44838,-112.07404
5125771,"Manhattan","NY","Manhattan, NY",1487536,40.78343,-73.96625
4726206,"San Antonio","TX","San Antonio, TX",1469845,29.42412,-98.49363
5391811,"San Diego","CA","San Diego, CA",1394928,32.71571,-117.16472
5110266,"The Bronx","NY","The Bronx, NY",1385108,40.84985,-73.86641
4684888,"Dallas","TX","Dallas, TX",1300092,32.78306,-96.80667
5392171,"San Jose","CA","San Jose, CA",1026908,37.33939,-121.89496
4671654,"Austin","TX","Austin, TX",931830,30.26715,-97.74306
4160021,"Jacksonville","FL","Jacksonville, FL",868031,30.33218,-81.65565
5391959,"San Francisco","CA","San Francisco, CA",864816,37.77493,-122.41942
4509177,"Columbus","OH","Columbus, OH",850106,39.96118,-82.99879
4691930,"Fort Worth","TX","Fort Worth, TX",833319,32.72541,-97.32085
4259418,"Indianapolis","IN","Indianapolis, IN",829718,39.76838,-86.15804
4460243,"Charlotte","NC","Charlotte, NC",827097,35.22709,-80.84313
5809844,"Seattle","WA","Seattle, WA",684451,47.60621,-122.33207
5419384,"Denver","CO","Denver, CO",682545,39.73915,-104.9847
5520993,"El Paso","TX","El Paso, TX",681124,31.75872,-106.48693
4990729,"Detroit","MI","Detroit, MI",677116,42.33143,-83.04575
4930956,"Boston","MA","Boston, MA",667137,42.35843,-71.05977
4641239,"Memphis","TN","Memphis, TN",655770,35.14953,-90.04898
5746545,"Portland","OR","Portland, OR",632309,45.52345,-122.67621
4544349,"Oklahoma City","OK","Oklahoma City, OK",631346,35.46756,-97.51643
5506956,"Las Vegas","NV","Las Vegas, NV",623747,36.17497,-115.13722
4347778,"Baltimore","MD","Baltimore, MD",621849,39.29038,-76.61219
4140963,"Washington, D.C.","DC","Washington, D.C., DC",601723,38.89511,-77.03637
5263045,"Milwaukee","WI","Milwaukee, WI",600155,43.0389,-87.90647
5454711,"Albuquerque","NM","Albuquerque, NM",559121,35.08449,-106.65114
5318313,"Tucson","AZ","Tucson, AZ",531641,32.22174,-110.92648
4644585,"Nashville","TN","Nashville, TN",530852,36.16589,-86.78444
5350937,"Fresno","CA","Fresno, CA",520052,36.74773,-119.77237
5389489,"Sacramento","CA","Sacramento, CA",490712,38.58157,-121.4944
4393217,"Kansas City","MO","Kansas City, MO",475378,39.09973,-94.57857
5367929,"Long Beach","CA","Long Beach, CA",474140,33.76696,-118.18923
5304391,"Mesa","AZ","Mesa, AZ",471825,33.42227,-111.82264
5139568,"Staten Island","NY","Staten Island, NY",468730,40.56233,-74.13986
4180439,"Atlanta","GA","Atlanta, GA",463878,33.749,-84.38798
5417598,"Colorado Springs","CO","Colorado Springs, CO",456568,38.83388,-104.82136
4791259,"Virginia Beach","VA","Virginia Beach, VA",452745,36.85293,-75.97799
4487042,"Raleigh","NC","Raleigh, NC",451066,35.7721,-78.63861
5074472,"Omaha","NE","Omaha, NE",443885,41.25626,-95.94043
4164138,"Miami","FL","Miami, FL",441003,25.77427,-80.19366
5378538,"Oakland","CA","Oakland, CA",419267,37.80437,-122.2708
5037649,"Minneapolis","MN","Minneapolis, MN",410939,44.97997,-93.26384
4553433,"Tulsa","OK","Tulsa, OK",403505,36.15398,-95.99277
4281730,"Wichita","KS","Wichita, KS",389965,37.69224,-97.33754
4335045,"New Orleans","LA","New Orleans, LA",389617,29.95465,-90.07507
4671240,"Arlington","TX","Arlington, TX",388125,32.73569,-97.10807
5150529,"Cleveland","OH","Cleveland, OH",388072,41.4995,-81.69541
5325738,"Bakersfield","CA","Bakersfield, CA",373640,35.37329,-119.01871
5856195,"Honolulu","HI","Honolulu, HI",371657,21.30694,-157.85833
4174757,"Tampa","FL","Tampa, FL",369075,27.94752,-82.45843
5412347,"Aurora","CO","Aurora, CO",359407,39.72943,-104.83192
5323810,"Anaheim","CA","Anaheim, CA",350742,33.83529,-117.9145
5392900,"Santa Ana","CA","Santa Ana, CA",335400,33.74557,-117.86783
4683416,"Corpus Christi","TX","Corpus Christi, TX",324074,27.80058,-97.39638
5387877,"Riverside","CA","Riverside, CA",322424,33.95335,-117.39616
4407066,"St. Louis","MO","St. Louis, MO",315685,38.62727,-90.19789
4297999,"Lexington-Fayette","KY","Lexington-Fayette, KY",314488,38.0498,-84.45855
5399020,"Stockton","CA","Stockton, CA",305658,37.9577,-121.29078
5206379,"Pittsburgh","PA","Pittsburgh, PA",304391,40.44062,-79.99589
5879400,"Anchorage","AK","Anchorage, AK",298695,61.21806,-149.90028
4508722,"Cincinnati","OH","Cincinnati, OH",296943,39.12711,-84.51439
4295940,"Ironville","KY","Ironville, KY",288649,38.45647,-82.69238
4300488,"Meads","KY","Meads, KY",288649,38.41258,-82.70905
5505411,"Henderson","NV","Henderson, NV",285667,36.0397,-114.98194
4469146,"Greensboro","NC","Greensboro, NC",285342,36.07264,-79.79198
5045360,"Saint Paul","MN","Saint Paul, MN",285068,44.94441,-93.09327
4719457,"Plano","TX","Plano, TX",283558,33.01984,-96.69889
5101798,"Newark","NJ","Newark, NJ",281944,40.73566,-74.17237
5174035,"Toledo","OH","Toledo, OH",279789,41.66394,-83.55521
5072006,"Lincoln","NE","Lincoln, NE",277348,40.8,-96.66696
4167147,"Orlando","FL","Orlando, FL",270934,28.53834,-81.37924
5336899,"Chula Vista","CA","Chula Vista, CA",265757,32.64005,-117.0842
5099836,"Jersey City","NJ","Jersey City, NJ",264290,40.72816,-74.07764
5289282,"Chandler","AZ","Chandler, AZ",260828,33.30616,-111.84125
4920423,"Fort Wayne","IN","Fort Wayne, IN",260326,41.1306,-85.12886
5110629,"Buffalo","NY","Buffalo, NY",258071,42.88645,-78.87837
4464368,"Durham","NC","Durham, NC",257636,35.99403,-78.89862
4171563,"St. Petersburg","FL","St. Petersburg, FL",257083,27.77086,-82.67927
5359777,"Irvine","CA","Irvine, CA",256927,33.66946,-117.82311
4705349,"Laredo","TX","Laredo, TX",255473,27.50641,-99.50754
5525577,"Lubbock","TX","Lubbock, TX",249042,33.57786,-101.85517
5261457,"Madison","WI","Madison, WI",248951,43.07305,-89.40123
5295903,"Gilbert","AZ","Gilbert, AZ",247542,33.35283,-111.78903
4776222,"Norfolk","VA","Norfolk, VA",246393,36.84681,-76.28522
4299276,"Louisville","KY","Louisville, KY",243639,38.25424,-85.75941
5511077,"Reno","NV","Reno, NV",241445,39.52963,-119.8138
4499612,"Winston-Salem","NC","Winston-Salem, NC",241218,36.09986,-80.24422
5295985,"Glendale","AZ","Glendale, AZ",240126,33.53865,-112.18599
4158476,"Hialeah","FL","Hialeah, FL",237069,25.8576,-80.27811
4693003,"Garland","TX","Garland, TX",236897,32.91262,-96.63888
5313457,"Scottsdale","AZ","Scottsdale, AZ",236839,33.50921,-111.89903
4700168,"Irving","TX","Irving, TX",236607,32.81402,-96.94889
4752186,"Chesapeake","VA","Chesapeake, VA",235429,36.81904,-76.27494
5509403,"North Las Vegas","NV","North Las Vegas, NV",234807,36.19886,-115.1175
5350734,"Fremont","CA","Fremont, CA",232206,37.54827,-121.98857
4315588,"Baton Rouge","LA","Baton Rouge, LA",228590,30.44332,-91.18747
4297983,"Lexington","KY","Lexington, KY",225366,37.98869,-84.47772
5509952,"Paradise","NV","Paradise, NV",223167,36.09719,-115.14666
4781708,"Richmond","VA","Richmond, VA",220289,37.55376,-77.46026
5122520,"Jamaica","NY","Jamaica, NY",216866,40.69149,-73.80569
5391710,"San Bernardino","CA","San Bernardino, CA",216108,34.10834,-117.28977
5811696,"Spokane","WA","Spokane, WA",213272,47.65966,-117.42908
4049979,"Birmingham","AL","Birmingham, AL",212461,33.52066,-86.80249
5373900,"Modesto","CA","Modesto, CA",211266,37.6391,-120.99688
4853828,"Des Moines","IA","Des Moines, IA",210330,41.60054,-93.60911
5134086,"Rochester","NY","Rochester, NY",209802,43.15478,-77.61556
5303929,"Maryvale","AZ","Maryvale, AZ",208189,33.50199,-112.17765
5812944,"Tacoma","WA","Tacoma, WA",207948,47.25288,-122.44429
4744709,"Arlington","VA","Arlington, VA",207627,38.88101,-77.10428
5349755,"Fontana","CA","Fontana, CA",207460,34.09223,-117.43505
5380184,"Oxnard","CA","Oxnard, CA",207254,34.1975,-119.17705
5374732,"Moreno Valley","CA","Moreno Valley, CA",204198,33.93752,-117.23059
4466033,"Fayetteville","NC","Fayetteville, NC",201963,35.05266,-78.87836
5358705,"Huntington Beach","CA","Huntington Beach, CA",201899,33.6603,-117.99923
5145215,"Yonkers","NY","Yonkers, NY",201116,40.93121,-73.89875
5352423,"Glendale","CA","Glendale, CA",201020,34.14251,-118.25508
4883817,"Aurora","IL","Aurora, IL",200661,41.76058,-88.32007
4076784,"Montgomery","AL","Montgomery, AL",200602,32.36681,-86.29997
4188985,"Columbus","GA","Columbus, GA",200579,32.46098,-84.98771
5516233,"Amarillo","TX","Amarillo, TX",198645,35.222,-101.8313
4119403,"Little Rock","AR","Little Rock, AR",197992,34.74648,-92.28959
5145476,"Akron","OH","Akron, OH",197542,41.08144,-81.51901
4341513,"Shreveport","LA","Shreveport, LA",197204,32.52515,-93.75018
4994358,"Grand Rapids","MI","Grand Rapids, MI",195097,42.96336,-85.66809
4076598,"Mobile","AL","Mobile, AL",194288,30.69436,-88.04305
5780993,"Salt Lake City","UT","Salt Lake City, UT",192672,40.76078,-111.89105
4068590,"Huntsville","AL","Huntsville, AL",190582,34.7304,-86.58594
4174715,"Tallahassee","FL","Tallahassee, FL",189907,30.43826,-84.28073
5513343,"Sunrise Manor","NV","Sunrise Manor, NV",189372,36.21108,-115.07306
4694482,"Grand Prairie","TX","Grand Prairie, TX",187809,32.74596,-96.99778
4276873,"Overland Park","KS","Overland Park, KS",186515,38.98223,-94.67079
4634946,"Knoxville","TN","Knoxville, TN",185291,35.96064,-83.92074
4956184,"Worcester","MA","Worcester, MA",184815,42.26259,-71.80229
4676740,"Brownsville","TX","Brownsville, TX",183887,25.90175,-97.49748
4776024,"Newport News","VA","Newport News, VA",182385,37.08339,-76.46965
5393049,"Santa Clarita","CA","Santa Clarita, CA",182371,34.39166,-118.54259
5224151,"Providence","RI","Providence, RI",179207,41.82399,-71.41283
4155966,"Fort Lauderdale","FL","Fort Lauderdale, FL",178590,26.12231,-80.14338
5115843,"East Flatbush","NY","East Flatbush, NY",178464,40.65371,-73.93042
5512909,"Spring Valley","NV","Spring Valley, NV",178395,36.10803,-115.245
4612862,"Chattanooga","TN","Chattanooga, TN",176588,35.04563,-85.30968
5317058,"Tempe","AZ","Tempe, AZ",175826,33.41477,-111.90931
5378771,"Oceanside","CA","Oceanside, CA",175691,33.19587,-117.37948
5351515,"Garden Grove","CA","Garden Grove, CA",175393,33.77391,-117.94145
5385955,"Rancho Cucamonga","CA","Rancho Cucamonga, CA",175236,34.1064,-117.59311
4149962,"Cape Coral","FL","Cape Coral, FL",175229,26.56285,-81.94953
5393287,"Santa Rosa","CA","Santa Rosa, CA",174972,38.44047,-122.71443
5814616,"Vancouver","WA","Vancouver, WA",172860,45.63873,-122.66149
5231851,"Sioux Falls","SD","Sioux Falls, SD",171544,43.54997,-96.70033
5308480,"Peoria","AZ","Peoria, AZ",171237,33.5806,-112.23738
5379439,"Ontario","CA","Ontario, CA",171214,34.06334,-117.65089
4431410,"Jackson","MS","Jackson, MS",170674,32.29876,-90.18481
5346111,"Elk Grove","CA","Elk Grove, CA",166913,38.4088,-121.37162
4409896,"Springfield","MO","Springfield, MO",166810,37.21533,-93.29824
4168139,"Pembroke Pines","FL","Pembroke Pines, FL",166611,26.00315,-80.22394
5292387,"Deer Valley","AZ","Deer Valley, AZ",165656,33.68393,-112.13488
4169171,"Port Saint Lucie","FL","Port Saint Lucie, FL",164603,27.29393,-80.35033
5750162,"Salem","OR","Salem, OR",164549,44.9429,-123.0351
5339631,"Corona","CA","Corona, CA",164226,33.87529,-117.56644
5725846,"Eugene","OR","Eugene, OR",163460,44.05207,-123.08675
4710178,"McKinney","TX","McKinney, TX",162898,33.19762,-96.61527
5577147,"Fort Collins","CO","Fort Collins, CO",161175,40.58526,-105.08442
5364940,"Lancaster","CA","Lancaster, CA",161103,34.69804,-118.13674
4459467,"Cary","NC","Cary, NC",159769,35.79154,-78.78112
5317071,"Tempe Junction","AZ","Tempe Junction, AZ",158368,33.41421,-111.94348
5380698,"Palmdale","CA","Palmdale, CA",158351,34.57943,-118.11646
5355933,"Hayward","CA","Hayward, CA",158289,37.66882,-122.0808
5391295,"Salinas","CA","Salinas, CA",157380,36.67774,-121.6555
4692559,"Frisco","TX","Frisco, TX",154407,33.15067,-96.82361
4951788,"Springfield","MA","Springfield, MA",154341,42.10148,-72.58981
4619947,"East Chattanooga","TN","East Chattanooga, TN",154024,35.06535,-85.24912
4717782,"Pasadena","TX","Pasadena, TX",153784,29.69106,-95.2091
4744091,"Alexandria","VA","Alexandria, VA",153511,38.80484,-77.04692
5384170,"Pomona","CA","Pomona, CA",153266,34.05529,-117.75228
5143307,"Washington Heights","NY","Washington Heights, NY",152613,40.8501,-73.93541
5427946,"Lakewood","CO","Lakewood, CO",152597,39.70471,-105.08137
5400075,"Sunnyvale","CA","Sunnyvale, CA",151754,37.36883,-122.03635
5346827,"Escondido","CA","Escondido, CA",151451,33.11921,-117.08642
4273837,"Kansas City","KS","Kansas City, KS",151306,39.11417,-94.62746
5107464,"Astoria","NY","Astoria, NY",150165,40.77205,-73.93014
4158928,"Hollywood","FL","Hollywood, FL",149728,26.0112,-80.14949
5109790,"Borough Park","NY","Borough Park, NY",149248,40.63399,-73.99681
4613868,"Clarksville","TN","Clarksville, TN",149176,36.52977,-87.35945
5403022,"Torrance","CA","Torrance, CA",148475,33.83585,-118.34063
5405288,"Valencia","CA","Valencia, CA",148456,34.44361,-118.60953
4907959,"Rockford","IL","Rockford, IL",148278,42.27113,-89.094
4756955,"East Hampton","VA","East Hampton, VA",147993,37.03737,-76.33161
4898015,"Joliet","IL","Joliet, IL",147861,41.52519,-88.0834
5102466,"Paterson","NJ","Paterson, NJ",147754,40.91677,-74.17181
5282804,"Bridgeport","CT","Bridgeport, CT",147629,41.17923,-73.18945
4903279,"Naperville","IL","Naperville, IL",147100,41.78586,-88.14729
5586437,"Boise","ID","Boise, ID",145987,43.6135,-116.20345
4221552,"Savannah","GA","Savannah, GA",145674,32.08354,-81.09983
4710826,"Mesquite","TX","Mesquite, TX",144788,32.7668,-96.59916
5140405,"Syracuse","NY","Syracuse, NY",144142,43.04812,-76.14742
4333190,"Metairie Terrace","LA","Metairie Terrace, LA",142489,29.97854,-90.16396
5381396,"Pasadena","CA","Pasadena, CA",142250,34.14778,-118.14452
5379513,"Orange","CA","Orange, CA",140992,33.78779,-117.85311
5351247,"Fullerton","CA","Fullerton, CA",140847,33.87029,-117.92534
4703223,"Killeen","TX","Killeen, TX",140806,31.11712,-97.7278
4509884,"Dayton","OH","Dayton, OH",140599,39.75895,-84.19161
4709796,"McAllen","TX","McAllen, TX",140269,26.20341,-98.23001
5786882,"Bellevue","WA","Bellevue, WA",139820,47.61038,-122.20068
4333177,"Metairie","LA","Metairie, LA",138481,29.98409,-90.15285
4164601,"Miramar","FL","Miramar, FL",137132,25.98731,-80.23227
4762894,"Hampton","VA","Hampton, VA",136454,37.02987,-76.34522
5784607,"West Valley City","UT","West Valley City, UT",136208,40.69161,-112.00105
4276614,"Olathe","KS","Olathe, KS",134305,38.8814,-94.81913
5014051,"Warren","MI","Warren, MI",134056,42.49044,-83.01304
4575352,"Columbia","SC","Columbia, SC",133803,34.00071,-81.03481
5441492,"Thornton","CO","Thornton, CO",133451,39.86804,-104.97192
4679195,"Carrollton","TX","Carrollton, TX",133168,32.95373,-96.89028
5526337,"Midland","TX","Midland, TX",132950,31.99735,-102.07791
4574324,"Charleston","SC","Charleston, SC",132609,32.77657,-79.93092
4739526,"Waco","TX","Waco, TX",132356,31.54933,-97.14667
5011148,"Sterling Heights","MI","Sterling Heights, MI",132052,42.58031,-83.0302
4685907,"Denton","TX","Denton, TX",131044,33.21484,-97.13307
4850751,"Cedar Rapids","IA","Cedar Rapids, IA",130405,42.00833,-91.64407
4839366,"New Haven","CT","New Haven, CT",130322,41.30815,-72.92816
5388881,"Roseville","CA","Roseville, CA",130269,38.75212,-121.28801
4156404,"Gainesville","FL","Gainesville, FL",130128,29.65163,-82.32483
5406567,"Visalia","CA","Visalia, CA",130104,36.33023,-119.29206
4151909,"Coral Springs","FL","Coral Springs, FL",129485,26.27119,-80.2706
5402405,"Thousand Oaks","CA","Thousand Oaks, CA",129339,34.17056,-118.83759
5097598,"Elizabeth","NJ","Elizabeth, NJ",129007,40.66399,-74.2107
4843564,"Stamford","CT","Stamford, CT",128874,41.05343,-73.53873
5339111,"Concord","CA","Concord, CA",128667,37.97798,-122.03107
5316428,"Surprise","AZ","Surprise, AZ",128422,33.63059,-112.33322
5551123,"Alhambra","AZ","Alhambra, AZ",127764,33.49838,-112.13432
4330145,"Lafayette","LA","Lafayette, LA",127657,30.22409,-92.01984
4280539,"Topeka","KS","Topeka, KS",127265,39.04833,-95.67804
5799625,"Kent","WA","Kent, WA",126952,47.38093,-122.23484
5396003,"Simi Valley","CA","Simi Valley, CA",126788,34.26945,-118.78148
5344994,"East Los Angeles","CA","East Los Angeles, CA",126496,34.0239,-118.17202
5393015,"Santa Clara","CA","Santa Clara, CA",126215,37.35411,-121.95524
4644312,"Murfreesboro","TN","Murfreesboro, TN",126118,35.84562,-86.39027
4835797,"Hartford","CT","Hartford, CT",124006,41.76371,-72.68509
5137849,"Sheepshead Bay","NY","Sheepshead Bay, NY",122534,40.59122,-73.94458
5107129,"Amherst","NY","Amherst, NY",122366,42.97839,-78.79976
5406222,"Victorville","CA","Victorville, CA",122225,34.53611,-117.29116
4669635,"Abilene","TX","Abilene, TX",121721,32.44874,-99.73314
5405380,"Vallejo","CA","Vallejo, CA",121253,38.10409,-122.25664
4839745,"North Stamford","CT","North Stamford, CT",121230,41.13815,-73.54346
5327684,"Berkeley","CA","Berkeley, CA",120972,37.87159,-122.27275
4543762,"Norman","OK","Norman, OK",120284,35.22257,-97.43948
5178127,"Allentown","PA","Allentown, PA",120207,40.60843,-75.49018
4257227,"Evansville","IN","Evansville, IN",119943,37.97476,-87.55585
4381982,"Columbia","MO","Columbia, MO",119108,38.95171,-92.33407
5527554,"Odessa","TX","Odessa, TX",118968,31.84568,-102.36764
5059163,"Fargo","ND","Fargo, ND",118523,46.87719,-96.7898
4672989,"Beaumont","TX","Beaumont, TX",118129,30.08605,-94.10185
4391812,"Independence","MO","Independence, MO",117255,39.09112,-94.41551
4984247,"Ann Arbor","MI","Ann Arbor, MI",117070,42.27756,-83.74088
5345743,"El Monte","CA","El Monte, CA",116732,34.06862,-118.02757
4180386,"Athens","GA","Athens, GA",116714,33.96095,-83.37794
4250542,"Springfield","IL","Springfield, IL",116565,39.80172,-89.64371
4724129,"Round Rock","TX","Round Rock, TX",115997,30.50826,-97.6789
4499379,"Wilmington","NC","Wilmington, NC",115933,34.22573,-77.94471
6332428,"East Harlem","NY","East Harlem, NY",115921,40.79472,-73.9425
5412199,"Arvada","CO","Arvada, CO",115368,39.80276,-105.08748
5780026,"Provo","UT","Provo, UT",115264,40.23384,-111.65853
4905687,"Peoria","IL","Peoria, IL",115070,40.69365,-89.58899
4998830,"Lansing","MI","Lansing, MI",115056,42.73253,-84.55553
5343858,"Downey","CA","Downey, CA",114219,33.94001,-118.13257
5334223,"Carlsbad","CA","Carlsbad, CA",113453,33.15809,-117.35059
5116495,"Elmhurst","NY","Elmhurst, NY",113364,40.73649,-73.87791
5339840,"Costa Mesa","CA","Costa Mesa, CA",113204,33.64113,-117.91867
4164167,"Miami Gardens","FL","Miami Gardens, FL",113187,25.94204,-80.2456
5443910,"Westminster","CO","Westminster, CO",113130,39.83665,-105.0372
4903976,"North Peoria","IL","North Peoria, IL",113004,40.71754,-89.58426
4151316,"Clearwater","FL","Clearwater, FL",113003,27.96585,-82.8001
5347335,"Fairfield","CA","Fairfield, CA",112970,38.24936,-122.03997
5110918,"Bushwick","NY","Bushwick, NY",112620,40.69427,-73.91875
5119167,"Gravesend","NY","Gravesend, NY",112229,40.5976,-73.96514
5043473,"Rochester","MN","Rochester, MN",112225,44.02163,-92.4699
4890864,"Elgin","IL","Elgin, IL",112111,42.03725,-88.28119
5401395,"Temecula","CA","Temecula, CA",112011,33.49364,-117.14836
5784549,"West Jordan","UT","West Jordan, UT",111946,40.60967,-111.9391
5359488,"Inglewood","CA","Inglewood, CA",111666,33.96168,-118.35313
4722625,"Richardson","TX","Richardson, TX",110815,32.94818,-96.72972
4942618,"Lowell","MA","Lowell, MA",110699,42.63342,-71.31617
4385018,"East Independence","MO","East Independence, MO",110675,39.09556,-94.35523
5729485,"Gresham","OR","Gresham, OR",110553,45.49818,-122.43148
5324200,"Antioch","CA","Antioch, CA",110542,38.00492,-121.80579
4931972,"Cambridge","MA","Cambridge, MA",110402,42.3751,-71.10561
4471025,"High Point","NC","High Point, NC",110268,35.95569,-80.00532
5640350,"Billings","MT","Billings, MT",110263,45.78329,-108.50069
5089178,"Manchester","NH","Manchester, NH",110229,42.99564,-71.45479
5375911,"Murrieta","CA","Murrieta, CA",109830,33.55391,-117.21392
5416541,"Centennial","CO","Centennial, CO",109741,39.57916,-104.87692
5387428,"Richmond","CA","Richmond, CA",109708,37.93576,-122.34775
5113779,"Corona","NY","Corona, NY",109698,40.74705,-73.86014
5435464,"Pueblo","CO","Pueblo, CO",109412,38.25445,-104.60914
4718097,"Pearland","TX","Pearland, TX",108821,29.56357,-95.28605
4845193,"Waterbury","CT","Waterbury, CT",108802,41.55815,-73.0515
5407933,"West Covina","CA","West Covina, CA",108484,34.06862,-117.93895
5503766,"Enterprise","NV","Enterprise, NV",108481,36.02525,-115.24194
4589387,"North Charleston","SC","North Charleston, SC",108304,32.85462,-79.97481
5793933,"Everett","WA","Everett, WA",108010,47.97898,-122.20208
4682464,"College Station","TX","College Station, TX",107889,30.62798,-96.33441
4167499,"Palm Bay","FL","Palm Bay, FL",107888,28.03446,-80.58866
4169014,"Pompano Beach","FL","Pompano Beach, FL",107762,26.23786,-80.12477
5574991,"Boulder","CO","Boulder, CO",107349,40.01499,-105.27055
5377995,"Norwalk","CA","Norwalk, CA",107140,33.90224,-118.08173
4177887,"West Palm Beach","FL","West Palm Beach, FL",106779,26.71534,-80.05337
4531405,"Broken Arrow","OK","Broken Arrow, OK",106563,36.0526,-95.79082
5341430,"Daly City","CA","Daly City, CA",106562,37.70577,-122.46192
4221333,"Sandy Springs","GA","Sandy Springs, GA",105330,33.92427,-84.37854
5331835,"Burbank","CA","Burbank, CA",105319,34.18084,-118.30897
5254962,"Green Bay","WI","Green Bay, WI",105207,44.51916,-88.01983
5393180,"Santa Maria","CA","Santa Maria, CA",105093,34.95303,-120.43572
4741752,"Wichita Falls","TX","Wichita Falls, TX",104710,33.91371,-98.49339
4161438,"Lakeland","FL","Lakeland, FL",104401,28.03947,-81.9498
5338122,"Clovis","CA","Clovis, CA",104180,36.82523,-119.70292
4706057,"Lewisville","TX","Lewisville, TX",104039,33.04623,-96.99417
4738214,"Tyler","TX","Tyler, TX",103700,32.35126,-95.30106
5345529,"El Cajon","CA","El Cajon, CA",103679,32.79477,-116.96253
5392423,"San Mateo","CA","San Mateo, CA",103536,37.56299,-122.32553
4148757,"Brandon","FL","Brandon, FL",103483,27.9378,-82.28592
5387288,"Rialto","CA","Rialto, CA",103132,34.1064,-117.37032
4853423,"Davenport","IA","Davenport, IA",102582,41.52364,-90.57764
5097529,"Edison","NJ","Edison, NJ",102548,40.51872,-74.4121
5731371,"Hillsboro","OR","Hillsboro, OR",102347,45.52289,-122.98983
5475352,"Las Cruces","NM","Las Cruces, NM",101643,32.31232,-106.77834
4926563,"South Bend","IN","South Bend, IN",101516,41.68338,-86.25001
5406602,"Vista","CA","Vista, CA",100890,33.20004,-117.24254
5577592,"Greeley","CO","Greeley, CO",100883,40.42331,-104.70913
4152820,"Davie","FL","Davie, FL",100882,26.06287,-80.2331
5530022,"San Angelo","TX","San Angelo, TX",100450,31.46377,-100.43704
5808189,"Renton","WA","Renton, WA",100242,47.48288,-122.21707
4782167,"Roanoke","VA","Roanoke, VA",99897,37.27097,-79.94143
5258393,"Kenosha","WI","Kenosha, WI",99858,42.58474,-87.82119
4989133,"Clinton Township","MI","Clinton Township, MI",99753,42.58698,-82.91992
4352053,"Columbia","MD","Columbia, MD",99615,39.24038,-76.83942
5188843,"Erie","PA","Erie, PA",99475,42.12922,-80.08506
4780011,"Portsmouth Heights","VA","Portsmouth Heights, VA",99049,36.82098,-76.36883
5133825,"Richmond Hill","NY","Richmond Hill, NY",98984,40.69983,-73.83125
4670249,"Alief","TX","Alief, TX",98725,29.71106,-95.59633
4173838,"Spring Hill","FL","Spring Hill, FL",98621,28.47688,-82.52546
5106834,"Albany","NY","Albany, NY",98469,42.65258,-73.75623
5339066,"Compton","CA","Compton, CA",98462,33.89585,-118.22007
4094455,"Tuscaloosa","AL","Tuscaloosa, AL",98332,33.20984,-87.56917
4705692,"League City","TX","League City, TX",98312,29.50745,-95.09493
4992982,"Flint","MI","Flint, MI",98310,43.01253,-83.68746
4670300,"Allen","TX","Allen, TX",98143,33.10317,-96.67055
5373763,"Mission Viejo","CA","Mission Viejo, CA",97156,33.60002,-117.672
5405228,"Vacaville","CA","Vacaville, CA",96803,38.35658,-121.98774
5405878,"Ventura","CA","Ventura, CA",96769,34.27834,-119.29317
5425043,"Highlands Ranch","CO","Highlands Ranch, CO",96713,39.55388,-104.96943
4540737,"Lawton","OK","Lawton, OK",96655,34.60869,-98.39033
5713376,"Beaverton","OR","Beaverton, OR",96577,45.48706,-122.80371
5397603,"South Gate","CA","South Gate, CA",96401,33.95474,-118.21202
4779999,"Portsmouth","VA","Portsmouth, VA",96201,36.83543,-76.29827
5512862,"Sparks","NV","Sparks, NV",96094,39.53491,-119.75269
4931429,"Brockton","MA","Brockton, MA",95314,42.08343,-71.01838
4990510,"Dearborn","MI","Dearborn, MI",95171,42.32226,-83.17631
5794245,"Federal Way","WA","Federal Way, WA",95171,47.32232,-122.31262
4394870,"Lee's Summit","MO","Lee's Summit, MO",95094,38.91084,-94.38217
4945121,"New Bedford","MA","New Bedford, MA",94958,41.63526,-70.92701
5811729,"Spokane Valley","WA","Spokane Valley, WA",94919,47.67323,-117.23937
5117549,"Fordham","NY","Fordham, NY",94678,40.85927,-73.89847
4999837,"Livonia","MI","Livonia, MI",94635,42.36837,-83.35271
4219934,"Roswell","GA","Roswell, GA",94501,34.02316,-84.36159
5779334,"Orem","UT","Orem, UT",94457,40.2969,-111.69465
5322053,"Yuma","AZ","Yuma, AZ",94139,32.72532,-114.6244
4274277,"Lawrence","KS","Lawrence, KS",93917,38.97167,-95.23525
4736476,"The Woodlands","TX","The Woodlands, TX",93847,30.15799,-95.48938
5143620,"West Albany","NY","West Albany, NY",93794,42.68313,-73.77845
5816605,"Yakima","WA","Yakima, WA",93701,46.60207,-120.5059
4948247,"Quincy","MA","Quincy, MA",93618,42.25288,-71.00227
5117378,"Flatbush","NY","Flatbush, NY",93361,40.65205,-73.95903
5356576,"Hesperia","CA","Hesperia, CA",93295,34.42639,-117.30088
